# pombe-cerevisiae manually curated orthologs V2.23
SPAC1782.04	YLR204W(N)|YNL295W(C)
SPBC646.11	YDR188W
SPAC1420.02c	YJR064W
SPBC106.06	YDL143W
SPBC1A4.08c	YJL014W
SPAC1D4.04	YIL142W
SPBC12D12.03	YDR212W
SPAC22E12.04	YMR038C
SPCC31H12.08c	YAL021C
SPBC29A10.01	YHR042W
SPCC188.07	YDR295C|YPR179C
SPAC25G10.02	YKL011C
SPCC4B3.17	YPL215W
SPBC1105.04c	YDR081C
SPBC14F5.12c	YDR081C
SPAC9E9.10c	YDR081C
SPBP26C9.02c	YPL111W
SPCC306.09c	YNL138W
SPAC29A4.05	NONE
SPAC3A12.14	YBR109C
SPBC609.04	NONE
SPAC222.10c	YJR053W
SPAC13D6.02c	YNL255C
SPBC1D7.05	YLR362W
SPAC1D4.13	NONE
SPBC3D6.02	NONE
SPAC27D7.12c	NONE
SPAC15A10.16	YLR319C
SPAC23H3.08c	YOR026W
SPCC1322.12c	YGR188C
SPAC607.09c	YJL059W
SPAC4F10.14c	YDR252W|YPL037C
SPAC13D6.04c	YIL001W
SPCC330.11	NONE
SPBC800.06	YOL077C
SPAC9.03c	YER172C
SPBC13E7.10c	YGR246C
SPBC582.05c	YHR154W
SPAC1002.06c	NONE
SPAC6G9.13c	NONE
SPCC962.06c	YLR116W
SPBC14C8.16c	YGR165W
SPAP14E8.03	YLR078C
SPBC215.02	YML094W
SPCC364.02c	NONE
SPCC962.02c	YJR089W
SPAC22A12.15c	YJL034W
SPCC1235.02	YGR286C
SPCC1840.02c	YGR032W|YLR342W|YMR306W
SPAC19B12.03	YGR032W|YLR342W|YMR306W
SPAC24C9.07c	YGR032W|YLR342W|YMR306W
SPBC19G7.05c	YGR032W|YLR342W|YMR306W
SPAC26H5.08c	YGR282C
SPCC18B5.01c	YDR011W|YDR406W|YNR070W|YOR153W|YOR328W|YPL058C
SPAC3G9.16c	YML077W
SPAC644.18c	YKR068C
SPAC23C4.13	YIL004C
SPBC32H8.03	YNL320W
SPCC1919.14c	YNL039W
SPBC530.03c	YIL016W
SPBC16G5.11c	YIL016W
SPAC14C4.04	NONE
SPAC1556.03	YHR076W
SPAC1D4.03c	YGL124C
SPAC3H8.06	YDR072C|YKL004W
SPAC1002.07c	NONE
SPBC29A10.13	YKL016C
SPCC1840.06	YDR298C
SPBC1604.07	YPL078C
SPBC1734.13	YBR039W
SPAC22F3.07c	YPR020W
SPAC222.12c	YJR121W
SPAC23C4.11	YML081C-A
SPBC1604.11	YDR377W
SPBC13E7.04	YDL004W
SPBC31F10.15c	YPL271W
SPBC29A3.10c	YLR295C
SPAC9.12c	YJL180C
SPAC3A12.12	YNL315C
SPAC4G8.11c	YLR393W
SPAC14C4.14	YBL099W
SPAC15A10.01	YMR301C
SPAC1250.04c	YDL200C
SPAC1250.07	YOR110W
SPBC15D4.07c	YDL149W
SPBP8B7.24c	YBL078C
SPAC2G11.13	YCL038C
SPCC16A11.08	YDL113C
SPAC23C4.16c	YCR068W
SPAC4F10.07c	YPR185W
SPAC1783.06c	YBR217W
SPAC22F3.02	NONE
SPBC2F12.09c	NONE
SPBC29B5.01	NONE
SPCC1672.06c	YLR410W
SPBC27.02c	YKL052C
SPBC13G1.08c	YLR015W
SPAPB1A10.09	YOR058C
SPBC23E6.05	YDR101C
SPAC1071.06	YMR033W
SPCC550.12	YLR085C
SPAC23D3.09	YJL081C
SPAC630.03	YJR065C
SPAC11H11.06	YDL029W
SPAC1834.02	YDR127W
SPCC320.13c	YPL209C
SPBC1773.14	YHR018C
SPBC56F2.09c	YOR303W
SPBC215.08c	YJR109C
SPAC4G9.10	YJL088W
SPBC428.05c	YOL058W
SPAC4G9.09c	YER069W
SPCC777.09c	YOL140W
SPBC4F6.18c	YDL137W|YDL192W
SPAC6G9.07c	YKL013C
SPBC1778.08c	YLR370C
SPAC6F6.10c	YNR035C
SPAC17G8.04c	YIL062C
SPBC14C8.06	YBR234C
SPAC23A1.03	YDR441C|YML022W
SPAC30D11.05	YJL024C
SPBC685.04c	YJR058C
SPAC13G6.14	YOR163W
SPAPJ760.02c	YCR088W
SPBC3D6.10	YBL019W
SPCC622.17	YKL114C
SPAC31A2.09c	YOL062C
SPBC651.11c	YBR288C
SPBP16F5.07	YPL259C
SPAC23H3.06	YGR261C
SPAC144.06	YPL195W
SPCP1E11.06	YPR029C
SPBC691.03c	YBL037W
SPBC947.02	YKL135C
SPBC2G2.06c	YJR005W
SPCC4G3.02	YDR305C
SPBC1921.05	YHR047C|YIL137C|YKL157W
SPAC959.09c	YOR249C
SPBP23A10.04	YLR127C
SPBC83.04	YIR025W
SPAC27D7.05c	NONE
SPBC28E12.01c	YDR260C
SPAC343.03	YDL008W
SPBC1A4.01	YGL240W
SPBC530.10c	YBL030C|YBR085W|YMR056C
SPAC2E1P3.02c	YGR121C|YPR138C
SPAC664.14	YGR121C|YPR138C
SPCPB1C11.01	YNL142W
SPCC290.04	YJL110C
SPBC15D4.10c	NONE
SPBC359.02	NONE
SPCC965.08c	NONE
SPAC890.02c	YOR195W
SPBC428.20c	YNL126W
SPBP23A10.08	YJL081C
SPAC22F3.05c	YMR138W
SPBC365.15	YHR172W
SPAC8E11.07c	YOR265W
SPAC22H10.10	YER007W
SPCC4G3.19	NONE
SPCC895.07	YLR045C
SPAC23H4.12	YPR023C
SPAC13D6.05	YNL148C
SPBC11C11.04c	YOR349W
SPAC1486.04c	NONE
SPAC1834.05	YNL219C
SPAC17C9.07	YOR067C
SPBC342.01c	YOR002W
SPBC56F2.10c	YPL227C
SPAC7D4.06c	YBL082C
SPBC11B10.01	YGL065C
SPAC56E4.02c	YGL047W
SPBC1734.12c	YNR030W
SPCC330.08	YNL048W
SPAC56F8.06c	YGR227W
SPAC23C4.14	YBR110W
SPAC15A10.08	NONE
SPCC1281.01	NONE
SPCC736.11	NONE
SPBC646.06c	NONE
SPAC14C4.09	NONE
SPAPB24D3.10c	NONE
SPBPB21E7.07	YHR029C
SPAC4G9.03	YDR226W|YER170W
SPAC5H10.06c	YGL256W
SPCC13B11.01	YBR145W|YMR083W|YMR303C|YOL086C
SPCC18.01c	YMR244W
SPAPJ760.03c	NONE
SPAC20G4.06c	YLL050C
SPBC2G2.08	YBR084W|YGR204W
SPBC14F5.09c	YLR359W
SPBC409.10	YAR015W
SPCC1322.13	YOR128C
SPCC569.08c	YDR408C
SPAC4D7.08c	YMR300C
SPAC6F12.10c	YGR061C
SPAC144.03	YNL220W
SPCPB16A4.03c	YLR028C|YMR120C
SPBC405.01	YGL234W
SPBC106.04	YML035C
SPBC32H8.12c	YFL039C
SPAC631.01c	YIL034C
SPAC12B10.07	YKL007W
SPAC6G10.12c	YLR131C
SPBC1861.02	NONE
SPBC2D10.18	YGL119W
SPAC3H5.04	YBL074C
SPBC1652.02	YBR068C|YBR069C|YCL025C|YDR046C|YDR508C|YEL063C|YGR191W|YKR039W|YNL268W|YNL270C|YOL020W|YOR348C|YPL265W
SPCC63.02c	NONE
SPAC23D3.14c	NONE
